"행정구역","2019년_계_총인구수","2019년_계_연령구간인구수","2019년_계_0~9세","2019년_계_10~19세","2019년_계_20~29세","2019년_계_30~39세","2019년_계_40~49세","2019년_계_50~59세","2019년_계_60~69세","2019년_계_70~79세","2019년_계_80~89세","2019년_계_90~99세","2019년_계_100세 이상","2019년_남_총인구수","2019년_남_연령구간인구수","2019년_남_0~9세","2019년_남_10~19세","2019년_남_20~29세","2019년_남_30~39세","2019년_남_40~49세","2019년_남_50~59세","2019년_남_60~69세","2019년_남_70~79세","2019년_남_80~89세","2019년_남_90~99세","2019년_남_100세 이상","2019년_여_총인구수","2019년_여_연령구간인구수","2019년_여_0~9세","2019년_여_10~19세","2019년_여_20~29세","2019년_여_30~39세","2019년_여_40~49세","2019년_여_50~59세","2019년_여_60~69세","2019년_여_70~79세","2019년_여_80~89세","2019년_여_90~99세","2019년_여_100세 이상"
"경기도 이천시 (4150000000)","215,834","215,834","19,997","22,678","28,788","30,864","34,846","34,933","23,641","12,758","6,380","887","62","111,244","111,244","10,338","11,794","16,202","16,377","17,995","18,052","12,074","5,865","2,315","213","19","104,590","104,590","9,659","10,884","12,586","14,487","16,851","16,881","11,567","6,893","4,065","674","43"
"경기도 안성시 (4155000000)","183,405","183,405","14,940","18,265","21,456","23,632","29,912","30,832","23,032","13,210","7,164","912","50","94,227","94,227","7,669","9,465","11,801","12,777","15,946","16,271","11,597","5,964","2,547","178","12","89,178","89,178","7,271","8,800","9,655","10,855","13,966","14,561","11,435","7,246","4,617","734","38"
"경기도 김포시 (4157000000)","437,221","437,221","52,071","44,797","47,422","71,134","80,358","62,744","43,857","23,886","9,519","1,367","66","219,552","219,552","26,669","22,878","24,721","34,835","41,906","32,217","21,262","11,163","3,551","332","18","217,669","217,669","25,402","21,919","22,701","36,299","38,452","30,527","22,595","12,723","5,968","1,035","48"
"경기도 화성시 (4159000000)","815,396","815,396","105,609","92,720","96,872","149,961","154,886","107,896","61,875","30,105","13,536","1,824","112","422,470","422,470","54,027","47,386","52,066","77,696","83,006","57,863","31,266","13,983","4,757","386","34","392,926","392,926","51,582","45,334","44,806","72,265","71,880","50,033","30,609","16,122","8,779","1,438","78"
"경기도 광주시 (4161000000)","372,654","372,654","36,223","33,577","43,885","59,830","64,543","61,520","43,558","20,728","7,573","1,123","94","190,774","190,774","18,624","17,199","23,145","31,254","34,251","31,304","21,896","10,017","2,820","244","20","181,880","181,880","17,599","16,378","20,740","28,576","30,292","30,216","21,662","10,711","4,753","879","74"
"경기도 양주시 (4163000000)","222,314","222,314","19,814","23,932","26,280","27,614","38,583","36,809","26,142","15,620","6,530","926","64","112,775","112,775","10,115","12,252","14,090","14,223","19,857","19,317","13,072","7,197","2,431","210","11","109,539","109,539","9,699","11,680","12,190","13,391","18,726","17,492","13,070","8,423","4,099","716","53"
"경기도 포천시 (4165000000)","148,379","148,379","9,318","13,155","17,892","15,039","21,459","29,761","22,285","12,388","6,107","906","69","78,231","78,231","4,826","6,883","10,260","8,290","11,544","16,338","11,999","5,662","2,191","215","23","70,148","70,148","4,492","6,272","7,632","6,749","9,915","13,423","10,286","6,726","3,916","691","46"
"경기도 여주시 (4167000000)","111,083","111,083","7,716","9,952","12,067","12,009","16,168","20,203","17,022","10,072","5,090","746","38","56,427","56,427","4,009","5,140","6,569","6,298","8,419","10,567","8,650","4,717","1,885","158","15","54,656","54,656","3,707","4,812","5,498","5,711","7,749","9,636","8,372","5,355","3,205","588","23"
"경기도 연천군 (4180000000)","43,824","43,824","2,939","3,329","5,468","4,336","5,081","7,405","7,090","5,088","2,660","387","41","22,962","22,962","1,502","1,789","3,469","2,412","2,797","3,967","3,656","2,270","988","97","15","20,862","20,862","1,437","1,540","1,999","1,924","2,284","3,438","3,434","2,818","1,672","290","26"
"경기도 가평군 (4182000000)","62,415","62,415","3,607","4,857","6,174","5,992","8,097","11,668","11,209","6,793","3,479","494","45","32,042","32,042","1,796","2,567","3,490","3,205","4,381","6,148","5,793","3,189","1,322","133","18","30,373","30,373","1,811","2,290","2,684","2,787","3,716","5,520","5,416","3,604","2,157","361","27"
"경기도 양평군 (4183000000)","116,874","116,874","7,620","9,758","10,456","11,218","16,328","21,018","20,964","12,635","5,916","901","60","58,654","58,654","3,899","5,197","5,694","5,651","8,428","10,776","10,401","6,177","2,190","228","13","58,220","58,220","3,721","4,561","4,762","5,567","7,900","10,242","10,563","6,458","3,726","673","47"
"강원도  (4200000000)","1,541,502","1,541,502","109,556","143,799","181,102","170,669","228,292","270,588","223,088","135,991","67,330","10,293","794","775,386","775,386","56,078","74,961","101,470","89,075","117,822","138,497","110,761","60,658","23,453","2,363","248","766,116","766,116","53,478","68,838","79,632","81,594","110,470","132,091","112,327","75,333","43,877","7,930","546"
"강원도 춘천시 (4211000000)","281,291","281,291","22,272","27,974","36,965","34,841","42,827","46,998","35,350","21,244","10,941","1,769","110","138,700","138,700","11,408","14,557","19,614","17,621","21,262","23,444","17,142","9,264","3,919","423","46","142,591","142,591","10,864","13,417","17,351","17,220","21,565","23,554","18,208","11,980","7,022","1,346","64"
"강원도 원주시 (4213000000)","349,215","349,215","28,801","36,767","45,028","45,276","57,401","60,168","41,171","21,514","11,357","1,626","106","173,425","173,425","14,667","19,115","23,905","22,940","28,430","30,272","20,342","9,458","3,901","374","21","175,790","175,790","14,134","17,652","21,123","22,336","28,971","29,896","20,829","12,056","7,456","1,252","85"
"강원도 강릉시 (4215000000)","213,442","213,442","14,037","20,214","25,401","22,294","32,932","36,860","31,407","19,431","9,262","1,504","100","105,893","105,893","7,274","10,578","13,894","11,589","16,863","18,415","15,014","8,680","3,256","303","27","107,549","107,549","6,763","9,636","11,507","10,705","16,069","18,445","16,393","10,751","6,006","1,201","73"
"강원도 동해시 (4217000000)","90,522","90,522","6,876","9,084","9,437","9,555","14,897","15,706","12,961","7,982","3,530","465","29","45,845","45,845","3,543","4,737","5,525","5,018","7,784","8,060","6,237","3,587","1,248","96","10","44,677","44,677","3,333","4,347","3,912","4,537","7,113","7,646","6,724","4,395","2,282","369","19"
"강원도 태백시 (4219000000)","43,866","43,866","2,862","4,060","3,859","4,224","6,655","7,610","7,483","4,853","1,959","245","56","22,168","22,168","1,456","2,139","2,173","2,218","3,559","4,035","3,645","2,157","712","50","24","21,698","21,698","1,406","1,921","1,686","2,006","3,096","3,575","3,838","2,696","1,247","195","32"
"강원도 속초시 (4221000000)","81,786","81,786","5,961","7,772","8,912","9,292","12,650","15,219","11,679","6,705","2,980","583","33","40,420","40,420","3,000","4,026","5,027","4,917","6,271","7,470","5,678","2,916","966","136","13","41,366","41,366","2,961","3,746","3,885","4,375","6,379","7,749","6,001","3,789","2,014","447","20"
"강원도 삼척시 (4223000000)","67,228","67,228","4,139","5,610","7,935","6,344","9,332","11,767","10,556","7,200","3,775","524","46","34,038","34,038","2,112","2,958","4,433","3,379","5,195","6,215","5,260","3,134","1,241","99","12","33,190","33,190","2,027","2,652","3,502","2,965","4,137","5,552","5,296","4,066","2,534","425","34"
"강원도 홍천군 (4272000000)","69,150","69,150","4,061","5,529","6,583","6,330","8,567","13,124","12,828","7,344","4,180","567","37","35,359","35,359","2,033","2,858","3,838","3,436","4,613","6,833","6,715","3,417","1,450","158","8","33,791","33,791","2,028","2,671","2,745","2,894","3,954","6,291","6,113","3,927","2,730","409","29"
"강원도 횡성군 (4273000000)","46,575","46,575","2,291","3,693","4,045","3,650","5,285","9,045","9,337","5,649","3,081","469","30","23,785","23,785","1,188","1,928","2,261","1,934","2,909","4,760","4,868","2,707","1,110","108","12","22,790","22,790","1,103","1,765","1,784","1,716","2,376","4,285","4,469","2,942","1,971","361","18"
"강원도 영월군 (4275000000)","39,127","39,127","1,779","3,032","3,440","3,009","4,882","7,604","7,580","4,924","2,506","324","47","20,143","20,143","943","1,618","1,966","1,649","2,707","4,137","3,917","2,220","883","89","14","18,984","18,984","836","1,414","1,474","1,360","2,175","3,467","3,663","2,704","1,623","235","33"
"강원도 평창군 (4276000000)","42,106","42,106","2,036","3,137","3,468","3,427","5,526","8,400","8,198","5,061","2,470","345","38","21,550","21,550","1,032","1,650","1,974","1,866","3,041","4,465","4,230","2,331","866","85","10","20,556","20,556","1,004","1,487","1,494","1,561","2,485","3,935","3,968","2,730","1,604","260","28"
"강원도 정선군 (4277000000)","37,271","37,271","1,896","2,694","2,953","3,373","5,102","7,268","6,998","4,551","2,061","329","46","19,360","19,360","986","1,395","1,675","1,907","2,956","3,954","3,636","2,064","691","76","20","17,911","17,911","910","1,299","1,278","1,466","2,146","3,314","3,362","2,487","1,370","253","26"
"강원도 철원군 (4278000000)","45,584","45,584","3,446","4,053","6,138","4,876","5,960","7,514","6,277","4,864","2,067","347","42","23,767","23,767","1,772","2,111","4,036","2,644","3,206","3,987","3,028","2,155","741","77","10","21,817","21,817","1,674","1,942","2,102","2,232","2,754","3,527","3,249","2,709","1,326","270","32"
"강원도 화천군 (4279000000)","24,917","24,917","1,888","1,921","3,941","2,882","2,846","4,016","3,457","2,492","1,277","182","15","13,495","13,495","948","995","2,729","1,647","1,558","2,179","1,840","1,094","454","44","7","11,422","11,422","940","926","1,212","1,235","1,288","1,837","1,617","1,398","823","138","8"
"강원도 양구군 (4280000000)","22,764","22,764","1,887","2,135","3,276","2,683","2,646","3,688","3,114","2,093","1,069","156","17","12,082","12,082","943","1,088","2,217","1,477","1,442","1,953","1,646","906","361","43","6","10,682","10,682","944","1,047","1,059","1,206","1,204","1,735","1,468","1,187","708","113","11"
"강원도 인제군 (4281000000)","31,672","31,672","2,592","2,392","4,190","3,920","3,987","5,476","4,705","2,767","1,408","222","13","17,143","17,143","1,363","1,227","2,794","2,231","2,233","2,904","2,539","1,307","474","67","4","14,529","14,529","1,229","1,165","1,396","1,689","1,754","2,572","2,166","1,460","934","155","9"
"강원도 고성군 (4282000000)","27,260","27,260","1,348","1,772","3,169","2,262","3,198","4,997","4,856","3,603","1,715","325","15","14,114","14,114","691","962","2,019","1,290","1,805","2,668","2,480","1,553","570","73","3","13,146","13,146","657","810","1,150","972","1,393","2,329","2,376","2,050","1,145","252","12"
"강원도 양양군 (4283000000)","27,726","27,726","1,384","1,960","2,362","2,431","3,599","5,128","5,131","3,714","1,692","311","14","14,099","14,099","719","1,019","1,390","1,312","1,988","2,746","2,544","1,708","610","62","1","13,627","13,627","665","941","972","1,119","1,611","2,382","2,587","2,006","1,082","249","13"
"충청북도  (4300000000)","1,600,007","1,600,007","129,285","154,357","200,205","200,080","243,597","274,429","207,296","118,902","62,856","8,466","534","810,384","810,384","66,062","80,487","111,152","105,427","126,389","140,888","103,594","53,061","21,255","1,918","151","789,623","789,623","63,223","73,870","89,053","94,653","117,208","133,541","103,702","65,841","41,601","6,548","383"
"충청북도 청주시 (4311000000)","839,566","839,566","77,033","88,408","118,938","120,345","136,784","136,549","89,604","46,067","22,538","3,114","186","422,864","422,864","39,289","46,117","64,889","62,576","69,108","68,370","43,904","20,433","7,501","628","49","416,702","416,702","37,744","42,291","54,049","57,769","67,676","68,179","45,700","25,634","15,037","2,486","137"
"충청북도 청주시 상당구 (4311100000)","178,352","178,352","14,779","19,350","22,986","20,865","28,786","31,324","21,477","11,890","5,969","874","52","88,765","88,765","7,540","10,066","12,455","10,627","14,299","15,722","10,620","5,225","2,001","200","10","89,587","89,587","7,239","9,284","10,531","10,238","14,487","15,602","10,857","6,665","3,968","674","42"
"충청북도 청주시 서원구 (4311200000)","203,209","203,209","15,852","22,068","29,455","25,037","32,921","35,310","23,720","12,171","5,816","812","47","100,853","100,853","8,042","11,562","15,972","12,745","16,175","17,349","11,479","5,355","2,003","156","15","102,356","102,356","7,810","10,506","13,483","12,292","16,746","17,961","12,241","6,816","3,813","656","32"
"충청북도 청주시 흥덕구 (4311300000)","262,137","262,137","24,690","27,162","40,449","40,831","43,161","42,321","25,342","11,774","5,644","723","40","132,999","132,999","12,594","14,195","22,007","21,320","21,858","21,246","12,491","5,307","1,837","137","7","129,138","129,138","12,096","12,967","18,442","19,511","21,303","21,075","12,851","6,467","3,807","586","33"
"충청북도 청주시 청원구 (4311400000)","195,868","195,868","21,712","19,828","26,048","33,612","31,916","27,594","19,065","10,232","5,109","705","47","100,247","100,247","11,113","10,294","14,455","17,884","16,776","14,053","9,314","4,546","1,660","135","17","95,621","95,621","10,599","9,534","11,593","15,728","15,140","13,541","9,751","5,686","3,449","570","30"
"충청북도 충주시 (4313000000)","210,737","210,737","15,330","19,640","24,556","24,116","31,575","38,040","29,383","17,478","9,391","1,161","67","106,569","106,569","7,766","10,245","14,022","12,928","16,251","19,504","14,667","7,691","3,169","310","16","104,168","104,168","7,564","9,395","10,534","11,188","15,324","18,536","14,716","9,787","6,222","851","51"
"충청북도 제천시 (4315000000)","134,617","134,617","9,329","12,341","15,332","13,693","19,011","24,499","21,354","12,309","5,925","753","71","67,459","67,459","4,724","6,381","8,491","7,125","9,785","12,472","10,618","5,545","2,127","168","23","67,158","67,158","4,605","5,960","6,841","6,568","9,226","12,027","10,736","6,764","3,798","585","48"
"충청북도 보은군 (4372000000)","32,949","32,949","1,563","2,246","2,541","2,374","3,505","6,069","6,484","4,620","3,055","469","23","16,531","16,531","812","1,191","1,450","1,308","1,956","3,322","3,302","2,037","1,035","117","1","16,418","16,418","751","1,055","1,091","1,066","1,549","2,747","3,182","2,583","2,020","352","22"
"충청북도 옥천군 (4373000000)","51,023","51,023","2,781","4,088","4,585","4,183","6,421","9,240","9,302","6,156","3,704","537","26","25,707","25,707","1,462","2,155","2,609","2,160","3,529","4,878","4,764","2,773","1,242","129","6","25,316","25,316","1,319","1,933","1,976","2,023","2,892","4,362","4,538","3,383","2,462","408","20"
"충청북도 영동군 (4374000000)","48,738","48,738","2,582","3,706","4,787","3,638","5,694","8,761","8,724","6,453","3,819","544","30","24,181","24,181","1,345","1,908","2,664","1,897","3,140","4,579","4,389","2,812","1,306","132","9","24,557","24,557","1,237","1,798","2,123","1,741","2,554","4,182","4,335","3,641","2,513","412","21"
"충청북도 증평군 (4374500000)","37,392","37,392","3,599","3,472","4,595","4,990","5,732","6,092","4,649","2,676","1,420","156","11","19,350","19,350","1,834","1,812","2,635","2,741","3,093","3,187","2,357","1,185","461","42","3","18,042","18,042","1,765","1,660","1,960","2,249","2,639","2,905","2,292","1,491","959","114","8"
"충청북도 진천군 (4375000000)","81,084","81,084","7,765","7,906","8,993","11,311","12,997","13,450","9,454","5,456","3,312","424","16","42,388","42,388","3,992","4,152","5,174","6,155","7,127","7,320","4,799","2,490","1,090","85","4","38,696","38,696","3,773","3,754","3,819","5,156","5,870","6,130","4,655","2,966","2,222","339","12"
"충청북도 괴산군 (4376000000)","39,163","39,163","1,425","2,327","3,489","2,757","4,131","7,777","8,171","5,491","3,152","416","27","20,013","20,013","721","1,210","2,018","1,561","2,408","4,160","4,248","2,504","1,087","89","7","19,150","19,150","704","1,117","1,471","1,196","1,723","3,617","3,923","2,987","2,065","327","20"
"충청북도 음성군 (4377000000)","94,982","94,982","6,587","8,080","9,950","10,464","14,236","18,040","14,176","8,252","4,501","643","53","50,264","50,264","3,440","4,195","5,778","5,804","8,039","9,988","7,465","3,843","1,529","158","25","44,718","44,718","3,147","3,885","4,172","4,660","6,197","8,052","6,711","4,409","2,972","485","28"
"충청북도 단양군 (4380000000)","29,756","29,756","1,291","2,143","2,439","2,209","3,511","5,912","5,995","3,944","2,039","249","24","15,058","15,058","677","1,121","1,422","1,172","1,953","3,108","3,081","1,748","708","60","8","14,698","14,698","614","1,022","1,017","1,037","1,558","2,804","2,914","2,196","1,331","189","16"
"충청남도  (4400000000)","2,123,709","2,123,709","181,907","208,186","245,737","279,253","328,355","341,504","261,164","166,601","96,991","13,146","865","1,081,938","1,081,938","93,227","108,069","134,935","149,425","175,174","179,502","129,894","74,600","33,866","3,048","198","1,041,771","1,041,771","88,680","100,117","110,802","129,828","153,181","162,002","131,270","92,001","63,125","10,098","667"
"충청남도 천안시 (4413000000)","652,258","652,258","64,503","70,095","95,036","106,958","111,011","101,589","57,684","28,923","14,252","2,049","158","332,447","332,447","32,979","36,387","49,707","56,639","57,162","52,258","29,034","12,918","4,871","449","43","319,811","319,811","31,524","33,708","45,329","50,319","53,849","49,331","28,650","16,005","9,381","1,600","115"
"충청남도 천안시 동남구 (4413100000)","259,411","259,411","21,867","27,235","35,452","34,850","43,543","44,136","28,612","14,946","7,580","1,109","81","131,586","131,586","11,276","14,209","18,834","18,214","22,429","22,579","14,385","6,784","2,617","239","20","127,825","127,825","10,591","13,026","16,618","16,636","21,114","21,557","14,227","8,162","4,963","870","61"
"충청남도 천안시 서북구 (4413300000)","392,847","392,847","42,636","42,860","59,584","72,108","67,468","57,453","29,072","13,977","6,672","940","77","200,861","200,861","21,703","22,178","30,873","38,425","34,733","29,679","14,649","6,134","2,254","210","23","191,986","191,986","20,933","20,682","28,711","33,683","32,735","27,774","14,423","7,843","4,418","730","54"
"충청남도 공주시 (4415000000)","106,474","106,474","6,198","8,737","12,043","10,114","13,799","18,979","17,491","11,154","6,971","932","56","53,343","53,343","3,210","4,522","6,626","5,407","7,284","9,856","8,729","5,021","2,435","241","12","53,131","53,131","2,988","4,215","5,417","4,707","6,515","9,123","8,762","6,133","4,536","691","44"
"충청남도 보령시 (4418000000)","101,114","101,114","6,536","8,669","9,856","10,069","14,210","17,611","16,234","10,947","6,071","859","52","51,146","51,146","3,279","4,502","5,719","5,466","7,773","9,306","7,925","4,846","2,131","188","11","49,968","49,968","3,257","4,167","4,137","4,603","6,437","8,305","8,309","6,101","3,940","671","41"
"충청남도 아산시 (4420000000)","314,395","314,395","35,073","34,343","36,158","51,021","54,932","45,321","29,465","17,455","9,330","1,188","109","162,694","162,694","18,014","17,671","19,871","27,077","29,970","24,336","14,492","7,689","3,272","272","30","151,701","151,701","17,059","16,672","16,287","23,944","24,962","20,985","14,973","9,766","6,058","916","79"
"충청남도 서산시 (4421000000)","174,690","174,690","16,038","17,784","19,278","22,847","27,544","28,250","20,392","13,445","7,927","1,121","64","90,348","90,348","8,247","9,388","11,288","12,435","14,683","14,960","10,150","6,221","2,750","218","8","84,342","84,342","7,791","8,396","7,990","10,412","12,861","13,290","10,242","7,224","5,177","903","56"
"충청남도 논산시 (4423000000)","118,842","118,842","7,714","10,333","11,961","11,453","15,921","20,439","19,110","12,795","7,918","1,111","87","59,406","59,406","3,964","5,333","6,696","6,009","8,518","10,662","9,595","5,590","2,727","288","24","59,436","59,436","3,750","5,000","5,265","5,444","7,403","9,777","9,515","7,205","5,191","823","63"
"충청남도 계룡시 (4425000000)","42,971","42,971","4,173","6,534","4,965","4,816","8,479","6,784","4,029","1,931","1,085","164","11","21,338","21,338","2,123","3,389","2,763","2,348","4,119","3,416","1,951","863","331","35","0","21,633","21,633","2,050","3,145","2,202","2,468","4,360","3,368","2,078","1,068","754","129","11"
"충청남도 당진시 (4427000000)","167,042","167,042","16,622","15,816","16,726","24,078","26,346","25,949","19,768","12,885","7,766","1,022","64","88,299","88,299","8,511","8,290","9,703","13,561","14,802","14,407","9,976","6,020","2,764","252","13","78,743","78,743","8,111","7,526","7,023","10,517","11,544","11,542","9,792","6,865","5,002","770","51"
"충청남도 금산군 (4471000000)","52,257","52,257","2,797","4,486","4,272","4,128","6,538","9,323","9,285","6,769","4,127","502","30","26,309","26,309","1,424","2,342","2,450","2,171","3,657","5,088","4,678","2,969","1,399","122","9","25,948","25,948","1,373","2,144","1,822","1,957","2,881","4,235","4,607","3,800","2,728","380","21"
"충청남도 부여군 (4476000000)","66,740","66,740","3,168","5,047","5,779","4,747","7,575","11,411","12,507","9,335","6,213","905","53","33,049","33,049","1,688","2,623","3,335","2,591","4,131","5,897","6,243","4,149","2,174","210","8","33,691","33,691","1,480","2,424","2,444","2,156","3,444","5,514","6,264","5,186","4,039","695","45"
"충청남도 서천군 (4477000000)","52,805","52,805","2,485","3,684","4,151","3,776","6,134","8,835","9,890","7,923","5,162","724","41","26,110","26,110","1,246","1,899","2,416","2,096","3,398","4,722","4,836","3,454","1,867","166","10","26,695","26,695","1,239","1,785","1,735","1,680","2,736","4,113","5,054","4,469","3,295","558","31"
"충청남도 청양군 (4479000000)","31,717","31,717","1,364","2,202","2,943","2,252","3,357","5,543","5,877","4,491","3,252","416","20","15,997","15,997","701","1,157","1,659","1,279","1,965","2,988","2,995","1,967","1,177","106","3","15,720","15,720","663","1,045","1,284","973","1,392","2,555","2,882","2,524","2,075","310","17"
"충청남도 홍성군 (4480000000)","100,423","100,423","8,033","9,836","9,953","10,993","14,613","16,195","13,898","9,823","6,215","802","62","49,931","49,931","4,162","5,043","5,471","5,697","7,654","8,377","6,793","4,350","2,168","199","17","50,492","50,492","3,871","4,793","4,482","5,296","6,959","7,818","7,105","5,473","4,047","603","45"
"충청남도 예산군 (4481000000)","79,238","79,238","3,918","5,962","7,262","6,463","9,966","14,204","14,051","10,195","6,398","783","36","39,806","39,806","2,026","3,104","4,093","3,578","5,517","7,447","6,970","4,590","2,294","181","6","39,432","39,432","1,892","2,858","3,169","2,885","4,449","6,757","7,081","5,605","4,104","602","30"
"충청남도 태안군 (4482500000)","62,743","62,743","3,285","4,658","5,354","5,538","7,930","11,071","11,483","8,530","4,304","568","22","31,715","31,715","1,653","2,419","3,138","3,071","4,541","5,782","5,527","3,953","1,506","121","4","31,028","31,028","1,632","2,239","2,216","2,467","3,389","5,289","5,956","4,577","2,798","447","18"
"전라북도  (4500000000)","1,818,917","1,818,917","137,083","182,472","213,865","197,979","274,445","303,635","242,850","164,877","88,415","12,492","804","904,110","904,110","70,300","94,532","115,138","101,899","142,008","156,274","119,879","71,760","29,342","2,815","163","914,807","914,807","66,783","87,940","98,727","96,080","132,437","147,361","122,971","93,117","59,073","9,677","641"
"전라북도 전주시 (4511000000)","654,394","654,394","56,268","74,271","91,782","82,942","108,081","105,617","72,359","41,760","18,632","2,515","167","322,236","322,236","28,787","38,343","48,385","41,764","52,969","51,678","34,571","18,509","6,623","577","30","332,158","332,158","27,481","35,928","43,397","41,178","55,112","53,939","37,788","23,251","12,009","1,938","137"
"전라북도 전주시 완산구 (4511100000)","338,839","338,839","25,622","37,995","48,934","40,252","54,777","57,010","39,956","22,584","10,201","1,423","85","165,180","165,180","13,203","19,655","25,523","20,318","26,256","27,384","18,955","10,007","3,559","304","16","173,659","173,659","12,419","18,340","23,411","19,934","28,521","29,626","21,001","12,577","6,642","1,119","69"
"전라북도 전주시 덕진구 (4511300000)","315,555","315,555","30,646","36,276","42,848","42,690","53,304","48,607","32,403","19,176","8,431","1,092","82","157,056","157,056","15,584","18,688","22,862","21,446","26,713","24,294","15,616","8,502","3,064","273","14","158,499","158,499","15,062","17,588","19,986","21,244","26,591","24,313","16,787","10,674","5,367","819","68"
"전라북도 군산시 (4513000000)","270,131","270,131","22,577","27,804","29,863","32,680","44,459","44,144","35,678","21,727","9,704","1,386","109","136,421","136,421","11,495","14,387","16,243","17,056","23,364","22,961","17,663","9,660","3,275","285","32","133,710","133,710","11,082","13,417","13,620","15,624","21,095","21,183","18,015","12,067","6,429","1,101","77"
"전라북도 익산시 (4514000000)","287,771","287,771","20,933","29,537","37,385","30,665","43,391","50,077","38,283","23,441","12,168","1,790","101","143,392","143,392","10,682","15,207","20,245","16,032","22,155","25,370","19,011","10,305","3,937","425","23","144,379","144,379","10,251","14,330","17,140","14,633","21,236","24,707","19,272","13,136","8,231","1,365","78"
"전라북도 정읍시 (4518000000)","110,541","110,541","6,903","10,269","10,928","9,455","15,430","18,935","16,162","13,309","7,936","1,108","106","54,736","54,736","3,557","5,423","5,957","5,033","8,157","10,102","8,017","5,663","2,559","249","19","55,805","55,805","3,346","4,846","4,971","4,422","7,273","8,833","8,145","7,646","5,377","859","87"
"전라북도 남원시 (4519000000)","81,441","81,441","5,299","7,700","7,703","6,789","11,054","13,997","12,327","9,680","5,939","909","44","39,884","39,884","2,794","3,975","4,269","3,411","5,748","7,365","6,175","4,006","1,920","211","10","41,557","41,557","2,505","3,725","3,434","3,378","5,306","6,632","6,152","5,674","4,019","698","34"
"전라북도 김제시 (4521000000)","83,895","83,895","4,718","6,492","7,537","7,065","10,388","14,272","14,043","11,113","7,138","1,069","60","41,624","41,624","2,440","3,338","4,166","3,784","5,889","7,718","6,997","4,803","2,228","251","10","42,271","42,271","2,278","3,154","3,371","3,281","4,499","6,554","7,046","6,310","4,910","818","50"
"전라북도 완주군 (4571000000)","92,220","92,220","7,601","8,459","9,082","10,153","13,617","15,482","13,058","8,910","5,098","723","37","47,290","47,290","3,842","4,440","5,008","5,196","7,604","8,559","6,759","4,004","1,719","152","7","44,930","44,930","3,759","4,019","4,074","4,957","6,013","6,923","6,299","4,906","3,379","571","30"
"전라북도 진안군 (4572000000)","25,697","25,697","1,398","1,732","2,049","1,830","2,898","4,656","4,595","3,790","2,376","349","24","12,966","12,966","700","920","1,153","889","1,698","2,644","2,400","1,707","752","94","9","12,731","12,731","698","812","896","941","1,200","2,012","2,195","2,083","1,624","255","15"
"전라북도 무주군 (4573000000)","24,303","24,303","1,273","1,869","1,917","1,804","2,968","4,290","4,207","3,423","2,219","318","15","12,090","12,090","681","945","1,066","976","1,688","2,348","2,121","1,432","757","71","5","12,213","12,213","592","924","851","828","1,280","1,942","2,086","1,991","1,462","247","10"
"전라북도 장수군 (4574000000)","22,441","22,441","1,238","1,714","1,786","1,712","2,654","3,868","4,031","3,111","2,035","273","19","11,165","11,165","638","862","982","901","1,537","2,168","2,030","1,320","662","61","4","11,276","11,276","600","852","804","811","1,117","1,700","2,001","1,791","1,373","212","15"
"전라북도 임실군 (4575000000)","28,902","28,902","1,525","1,903","2,509","2,281","3,180","5,028","4,844","4,301","2,890","414","27","14,659","14,659","814","1,014","1,438","1,237","1,910","2,802","2,543","1,837","963","94","7","14,243","14,243","711","889","1,071","1,044","1,270","2,226","2,301","2,464","1,927","320","20"
"전라북도 순창군 (4577000000)","28,382","28,382","1,686","2,305","2,211","2,227","3,421","4,683","4,569","4,261","2,635","362","22","13,756","13,756","879","1,167","1,186","1,087","1,956","2,529","2,302","1,697","858","95","0","14,626","14,626","807","1,138","1,025","1,140","1,465","2,154","2,267","2,564","1,777","267","22"
"전라북도 고창군 (4579000000)","55,504","55,504","2,895","4,449","4,571","4,133","6,504","9,378","9,330","8,441","5,048","720","35","27,418","27,418","1,540","2,403","2,551","2,233","3,716","5,079","4,613","3,544","1,608","129","2","28,086","28,086","1,355","2,046","2,020","1,900","2,788","4,299","4,717","4,897","3,440","591","33"
"전라북도 부안군 (4580000000)","53,295","53,295","2,769","3,968","4,542","4,243","6,400","9,208","9,364","7,610","4,597","556","38","26,473","26,473","1,451","2,108","2,489","2,300","3,617","4,951","4,677","3,273","1,481","121","5","26,822","26,822","1,318","1,860","2,053","1,943","2,783","4,257","4,687","4,337","3,116","435","33"
"전라남도  (4600000000)","1,868,745","1,868,745","139,429","175,262","204,910","195,424","266,036","318,048","257,341","192,430","104,585","14,485","795","937,674","937,674","71,185","91,010","113,410","102,774","142,564","169,455","129,010","82,744","32,474","2,931","117","931,071","931,071","68,244","84,252","91,500","92,650","123,472","148,593","128,331","109,686","72,111","11,554","678"
"전라남도 목포시 (4611000000)","229,861","229,861","20,305","25,895","27,798","28,360","38,462","36,838","27,406","17,265","6,585","876","71","114,565","114,565","10,439","13,272","14,974","14,592","19,809","18,370","13,135","7,611","2,169","179","15","115,296","115,296","9,866","12,623","12,824","13,768","18,653","18,468","14,271","9,654","4,416","697","56"
